   No.   File  Line   Col. Cls.  Mthd.  Rep.  Tok.     Text
  1346     2    42    39     2    30     0     111  bb
  1347     2    42    41     2    30     0      60  )
  1348     2    42    43     2    30     0      63  {
  1349     2    44     9     2    30     0      27  super
  1350     2    44    14     2    30     0      59  (
  1351     2    44    15     2    30     0      77  -
  1352     2    44    16     2    30     0     112  1
  1353     2    44    17     2    30     0      66  ,
  1354     2    44    19     2    30     0     112  0
  1355     2    44    20     2    30     0      66  ,
  1356     2    45    15     2    30     0     111  bb.remaining
  1357     2    45    27     2    30     0      59  (
  1358     2    45    28     2    30     0      60  )
  1359     2    45    30     2    30     0      84  >>
  1360     2    45    33     2    30     0     112  2
  1361     2    45    34     2    30     0      66  ,
  1362     2    46    15     2    30     0     111  bb.remaining
  1363     2    46    27     2    30     0      59  (
  1364     2    46    28     2    30     0      60  )
  1365     2    46    30     2    30     0      84  >>
  1366     2    46    33     2    30     0     112  2
  1367     2    46    34     2    30     0      60  )
  1368     2    46    35     2    30     0     102  ;
  1369     2    47     9     2    30     0     111  this.bb
  1370     2    47    17     2    30     0      67  =
  1371     2    47    19     2    30     0     111  bb
  1372     2    47    21     2    30     0     102  ;
  1373     2    49     9     2    30     0      36  int
  1374     2    49    13     2    30     0     111  cap
  1375     2    49    17     2    30     0      67  =
  1376     2    49    19     2    30     0     111  this.capacity
  1377     2    49    32     2    30     0      59  (
  1378     2    49    33     2    30     0      60  )
  1379     2    49    34     2    30     0     102  ;
  1380     2    50     9     2    30     0     111  this.limit
  1381     2    50    19     2    30     0      59  (
  1382     2    50    20     2    30     0     111  cap
  1383     2    50    23     2    30     0      60  )
  1384     2    50    24     2    30     0     102  ;
  1385     2    51     9     2    30     0      36  int
  1386     2    51    13     2    30     0     111  pos
  1387     2    51    17     2    30     0      67  =
  1388     2    51    19     2    30     0     111  this.position
  1389     2    51    32     2    30     0      59  (
  1390     2    51    33     2    30     0      60  )
  1391     2    51    34     2    30     0     102  ;
  1392     2    52     9     2    30     0     111  assert
  1393     2    52    16     2    30     0      59  (
  1394     2    52    17     2    30     0     111  pos
  1395     2    52    21     2    30     0      92  <=
  1396     2    52    24     2    30     0     111  cap
  1397     2    52    27     2    30     0      60  )
  1398     2    52    28     2    30     0     102  ;
  1399     2    53     9     2    30     0     111  offset
  1400     2    53    16     2    30     0      67  =
  1401     2    53    18     2    30     0     111  pos
  1402     2    53    21     2    30     0     102  ;
  1403     2    57     5     2    30     0      64  }
  1404     2    57     5     2    30     0     192  ENDMETHOD
  1405     2    57     5     2    31     0     193  STARTMETHOD
  1406     2    59     5     2    31     0     111  ByteBufferAsIntBufferB
  1407     2    59    27     2    31     0      59  (
  1408     2    59    28     2    31     0     111  ByteBuffer
  1409     2    59    39     2    31     0     111  bb
  1410     2    59    41     2    31     0      66  ,
  1411     2    60    38     2    31     0      36  int
  1412     2    60    42     2    31     0     111  mark
  1413     2    60    46     2    31     0      66  ,
  1414     2    60    48     2    31     0      36  int
  1415     2    60    52     2    31     0     111  pos
  1416     2    60    55     2    31     0      66  ,
  1417     2    60    57     2    31     0      36  int
  1418     2    60    61     2    31     0     111  lim
  1419     2    60    64     2    31     0      66  ,
  1420     2    60    66     2    31     0      36  int
  1421     2    60    70     2    31     0     111  cap
  1422     2    60    73     2    31     0      66  ,
  1423     2    61    38     2    31     0      36  int
  1424     2    61    42     2    31     0     111  off
  1425     2    61    45     2    31     0      60  )
  1426     2    62     5     2    31     0      63  {
  1427     2    64     9     2    31     0      27  super
  1428     2    64    14     2    31     0      59  (
  1429     2    64    15     2    31     0     111  mark
  1430     2    64    19     2    31     0      66  ,
  1431     2    64    21     2    31     0     111  pos
  1432     2    64    24     2    31     0      66  ,
  1433     2    64    26     2    31     0     111  lim
  1434     2    64    29     2    31     0      66  ,
  1435     2    64    31     2    31     0     111  cap
  1436     2    64    34     2    31     0      60  )
  1437     2    64    35     2    31     0     102  ;
  1438     2    65     9     2    31     1     111  this.bb
  1439     2    65    17     2    31     1      67  =
  1440     2    65    19     2    31     1     111  bb
  1441     2    65    21     2    31     1     102  ;
  1442     2    66     9     2    31     1     111  offset
  1443     2    66    16     2    31     1      67  =
  1444     2    66    18     2    31     1     111  off
  1445     2    66    21     2    31     1     102  ;
  1446     2    70     5     2    31     0      64  }
  1447     2    70     5     2    31     0     194  ENDMETHOD
  1448     2    70     5     2    32     0     195  STARTMETHOD
  1449     2    72     5     2    32     0      10  public
  1450     2    72    12     2    32     0     111  IntBuffer
  1451     2    72    22     2    32     0     111  slice
  1452     2    72    27     2    32     0      59  (
  1453     2    72    28     2    32     0      60  )
  1454     2    72    30     2    32     0      63  {
  1455     2    73     9     2    32     1      36  int
  1456     2    73    13     2    32     1     111  pos
  1457     2    73    17     2    32     1      67  =
  1458     2    73    19     2    32     1     111  this.position
  1459     2    73    32     2    32     1      59  (
  1460     2    73    33     2    32     1      60  )
  1461     2    73    34     2    32     1     102  ;
  1462     2    74     9     2    32     1      36  int
  1463     2    74    13     2    32     1     111  lim
  1464     2    74    17     2    32     1      67  =
  1465     2    74    19     2    32     1     111  this.limit
  1466     2    74    29     2    32     1      59  (
  1467     2    74    30     2    32     1      60  )
  1468     2    74    31     2    32     1     102  ;
  1469     2    75     9     2    32     0     111  assert
  1470     2    75    16     2    32     0      59  (
  1471     2    75    17     2    32     0     111  pos
  1472     2    75    21     2    32     0      92  <=
  1473     2    75    24     2    32     0     111  lim
  1474     2    75    27     2    32     0      60  )
  1475     2    75    28     2    32     0     102  ;
  1476     2    76     9     2    32     0      36  int
  1477     2    76    13     2    32     0     111  rem
  1478     2    76    17     2    32     0      67  =
  1479     2    76    19     2    32     0      59  (
  1480     2    76    20     2    32     0     111  pos
  1481     2    76    24     2    32     0      92  <=
  1482     2    76    27     2    32     0     111  lim
  1483     2    76    31     2    32     0      58  ?
  1484     2    76    33     2    32     0     111  lim
  1485     2    76    37     2    32     0      77  -
  1486     2    76    39     2    32     0     111  pos
  1487     2    76    43     2    32     0      65  :
  1488     2    76    45     2    32     0     112  0
  1489     2    76    46     2    32     0      60  )
  1490     2    76    47     2    32     0     102  ;
  1491     2    77     9     2    32     0      36  int
  1492     2    77    13     2    32     0     111  off
  1493     2    77    17     2    32     0      67  =
  1494     2    77    19     2    32     0      59  (
  1495     2    77    20     2    32     0     111  pos
  1496     2    77    24     2    32     0      90  <<
  1497     2    77    27     2    32     0     112  2
  1498     2    77    28     2    32     0      60  )
  1499     2    77    30     2    32     0      74  +
  1500     2    77    32     2    32     0     111  offset
  1501     2    77    38     2    32     0     102  ;
  1502     2    78     9     2    32     0     111  assert
  1503     2    78    16     2    32     0      59  (
  1504     2    78    17     2    32     0     111  off
  1505     2    78    21     2    32     0      88  >=
  1506     2    78    24     2    32     0     112  0
  1507     2    78    25     2    32     0      60  )
  1508     2    78    26     2    32     0     102  ;
  1509     2    79     9     2    32     0      19  return
  1510     2    79    16     2    32     0      15  new
  1511     2    79    20     2    32     0     111  ByteBufferAsIntBufferB
  1512     2    79    42     2    32     0      59  (
  1513     2    79    43     2    32     0     111  bb
  1514     2    79    45     2    32     0      66  ,
  1515     2    79    47     2    32     0      77  -
  1516     2    79    48     2    32     0     112  1
  1517     2    79    49     2    32     0      66  ,
  1518     2    79    51     2    32     0     112  0
  1519     2    79    52     2    32     0      66  ,
  1520     2    79    54     2    32     0     111  rem
  1521     2    79    57     2    32     0      66  ,
  1522     2    79    59     2    32     0     111  rem
  1523     2    79    62     2    32     1      66  ,
  1524     2    79    64     2    32     1     111  off
  1525     2    79    67     2    32     1      60  )
  1526     2    79    68     2    32     1     102  ;
  1527     2    80     5     2    32     1      64  }
  1528     2    80     5     2    32     0     196  ENDMETHOD
  1529     2    80     5     2    33     0     197  STARTMETHOD
  1530     2    82     5     2    33     0      10  public
  1531     2    82    12     2    33     0     111  IntBuffer
  1532     2    82    22     2    33     0     111  duplicate
  1533     2    82    31     2    33     0      59  (
  1534     2    82    32     2    33     0      60  )
  1535     2    82    34     2    33     0      63  {
  1536     2    83     9     2    33     0      19  return
  1537     2    83    16     2    33     0      15  new
  1538     2    83    20     2    33     0     111  ByteBufferAsIntBufferB
  1539     2    83    42     2    33     0      59  (
  1540     2    83    43     2    33     0     111  bb
  1541     2    83    45     2    33     0      66  ,
  1542     2    84    53     2    33     1     111  this.markValue
  1543     2    84    67     2    33     1      59  (
  1544     2    84    68     2    33     1      60  )
  1545     2    84    69     2    33     1      66  ,
  1546     2    85    53     2    33     1     111  this.position
  1547     2    85    66     2    33     1      59  (
  1548     2    85    67     2    33     1      60  )
  1549     2    85    68     2    33     1      66  ,
  1550     2    86    53     2    33     1     111  this.limit
  1551     2    86    63     2    33     1      59  (
  1552     2    86    64     2    33     1      60  )
  1553     2    86    65     2    33     1      66  ,
  1554     2    87    53     2    33     1     111  this.capacity
  1555     2    87    66     2    33     1      59  (
  1556     2    87    67     2    33     1      60  )
  1557     2    87    68     2    33     1      66  ,
  1558     2    88    53     2    33     1     111  offset
  1559     2    88    59     2    33     1      60  )
  1560     2    88    60     2    33     1     102  ;
  1561     2    89     5     2    33     1      64  }
  1562     2    89     5     2    33     0     198  ENDMETHOD
  1563     2    89     5     2    34     0     199  STARTMETHOD
  1564     2    91     5     2    34     0      10  public
  1565     2    91    12     2    34     0     111  IntBuffer
  1566     2    91    22     2    34     0     111  asReadOnlyBuffer
  1567     2    91    38     2    34     0      59  (
  1568     2    91    39     2    34     0      60  )
  1569     2    91    41     2    34     0      63  {
  1570     2    93     9     2    34     0      19  return
  1571     2    93    16     2    34     0      15  new
  1572     2    93    20     2    34     0     111  ByteBufferAsIntBufferRB
  1573     2    93    43     2    34     0      59  (
  1574     2    93    44     2    34     0     111  bb
  1575     2    93    46     2    34     0      66  ,
  1576     2    94    50     2    34     1     111  this.markValue
  1577     2    94    64     2    34     1      59  (
  1578     2    94    65     2    34     1      60  )
  1579     2    94    66     2    34     1      66  ,
  1580     2    95    50     2    34     1     111  this.position
  1581     2    95    63     2    34     1      59  (
  1582     2    95    64     2    34     1      60  )
  1583     2    95    65     2    34     1      66  ,
  1584     2    96    50     2    34     1     111  this.limit
  1585     2    96    60     2    34     1      59  (
  1586     2    96    61     2    34     1      60  )
  1587     2    96    62     2    34     1      66  ,
  1588     2    97    50     2    34     1     111  this.capacity
  1589     2    97    63     2    34     1      59  (
  1590     2    97    64     2    34     1      60  )
  1591     2    97    65     2    34     1      66  ,
  1592     2    98    50     2    34     1     111  offset
  1593     2    98    56     2    34     1      60  )
  1594     2    98    57     2    34     1     102  ;
  1595     2   102     5     2    34     1      64  }
  1596     2   102     5     2    34     0     200  ENDMETHOD
  1597     2   102     5     2    35     0     201  STARTMETHOD
  1598     2   106     5     2    35     0      23  protected
  1599     2   106    15     2    35     0      36  int
  1600     2   106    19     2    35     0     111  ix
  1601     2   106    21     2    35     0      59  (
  1602     2   106    22     2    35     0      36  int
  1603     2   106    26     2    35     0     111  i
  1604     2   106    27     2    35     0      60  )
  1605     2   106    29     2    35     0      63  {
  1606     2   107     9     2    35     0      19  return
  1607     2   107    16     2    35     0      59  (
  1608     2   107    17     2    35     0     111  i
  1609     2   107    19     2    35     0      90  <<
  1610     2   107    22     2    35     0     112  2
  1611     2   107    23     2    35     0      60  )
  1612     2   107    25     2    35     0      74  +
  1613     2   107    27     2    35     0     111  offset
  1614     2   107    33     2    35     0     102  ;
  1615     2   108     5     2    35     0      64  }
  1616     2   108     5     2    35     0     202  ENDMETHOD
  1617     2   108     5     2    36     0     203  STARTMETHOD
  1618     2   110     5     2    36     0      10  public
  1619     2   110    12     2    36     0      36  int
  1620     2   110    16     2    36     0     111  get
  1621     2   110    19     2    36     0      59  (
  1622     2   110    20     2    36     0      60  )
  1623     2   110    22     2    36     0      63  {
  1624     2   111     9     2    36     0      19  return
  1625     2   111    16     2    36     0     111  Bits.getIntB
  1626     2   111    28     2    36     0      59  (
  1627     2   111    29     2    36     0     111  bb
  1628     2   111    31     2    36     0      66  ,
  1629     2   111    33     2    36     0     111  ix
  1630     2   111    35     2    36     0      59  (
  1631     2   111    36     2    36     0     111  nextGetIndex
  1632     2   111    48     2    36     0      59  (
  1633     2   111    49     2    36     0      60  )
  1634     2   111    50     2    36     0      60  )
  1635     2   111    51     2    36     0      60  )
  1636     2   111    52     2    36     0     102  ;
  1637     2   112     5     2    36     0      64  }
  1638     2   112     5     2    36     0     204  ENDMETHOD
  1639     2   112     5     2    37     0     205  STARTMETHOD
  1640     2   114     5     2    37     0      10  public
  1641     2   114    12     2    37     0      36  int
  1642     2   114    16     2    37     0     111  get
  1643     2   114    19     2    37     0      59  (
  1644     2   114    20     2    37     0      36  int
  1645     2   114    24     2    37     0     111  i
  1646     2   114    25     2    37     0      60  )
  1647     2   114    27     2    37     0      63  {
  1648     2   115     9     2    37     0      19  return
  1649     2   115    16     2    37     0     111  Bits.getIntB
  1650     2   115    28     2    37     0      59  (
  1651     2   115    29     2    37     0     111  bb
  1652     2   115    31     2    37     0      66  ,
  1653     2   115    33     2    37     0     111  ix
  1654     2   115    35     2    37     0      59  (
  1655     2   115    36     2    37     0     111  checkIndex
  1656     2   115    46     2    37     0      59  (
  1657     2   115    47     2    37     0     111  i
  1658     2   115    48     2    37     0      60  )
  1659     2   115    49     2    37     0      60  )
  1660     2   115    50     2    37     0      60  )
  1661     2   115    51     2    37     0     102  ;
  1662     2   116     5     2    37     0      64  }
  1663     2   116     5     2    37     0     206  ENDMETHOD
  1664     2   116     5     2    38     0     207  STARTMETHOD
  1665     2   120     5     2    38     0      10  public
  1666     2   120    12     2    38     0     111  IntBuffer
  1667     2   120    22     2    38     0     111  put
  1668     2   120    25     2    38     0      59  (
  1669     2   120    26     2    38     0      36  int
  1670     2   120    30     2    38     0     111  x
  1671     2   120    31     2    38     0      60  )
  1672     2   120    33     2    38     0      63  {
  1673     2   122     9     2    38     0     111  Bits.putIntB
  1674     2   122    21     2    38     0      59  (
  1675     2   122    22     2    38     0     111  bb
  1676     2   122    24     2    38     0      66  ,
  1677     2   122    26     2    38     0     111  ix
  1678     2   122    28     2    38     0      59  (
  1679     2   122    29     2    38     0     111  nextPutIndex
  1680     2   122    41     2    38     0      59  (
  1681     2   122    42     2    38     0      60  )
  1682     2   122    43     2    38     0      60  )
  1683     2   122    44     2    38     0      66  ,
  1684     2   122    46     2    38     0     111  x
  1685     2   122    47     2    38     0      60  )
  1686     2   122    48     2    38     0     102  ;
  1687     2   123     9     2    38     0      19  return
  1688     2   123    16     2    38     0      44  this
  1689     2   123    20     2    38     0     102  ;
  1690     2   127     5     2    38     0      64  }
  1691     2   127     5     2    38     0     208  ENDMETHOD
  1692     2   127     5     2    39     0     209  STARTMETHOD
  1693     2   129     5     2    39     0      10  public
  1694     2   129    12     2    39     0     111  IntBuffer
  1695     2   129    22     2    39     0     111  put
  1696     2   129    25     2    39     0      59  (
  1697     2   129    26     2    39     0      36  int
  1698     2   129    30     2    39     0     111  i
  1699     2   129    31     2    39     0      66  ,
  1700     2   129    33     2    39     0      36  int
  1701     2   129    37     2    39     0     111  x
  1702     2   129    38     2    39     0      60  )
  1703     2   129    40     2    39     0      63  {
  1704     2   131     9     2    39     0     111  Bits.putIntB
  1705     2   131    21     2    39     0      59  (
  1706     2   131    22     2    39     0     111  bb
  1707     2   131    24     2    39     0      66  ,
  1708     2   131    26     2    39     0     111  ix
  1709     2   131    28     2    39     0      59  (
  1710     2   131    29     2    39     0     111  checkIndex
  1711     2   131    39     2    39     0      59  (
  1712     2   131    40     2    39     0     111  i
  1713     2   131    41     2    39     0      60  )
  1714     2   131    42     2    39     0      60  )
  1715     2   131    43     2    39     0      66  ,
  1716     2   131    45     2    39     0     111  x
  1717     2   131    46     2    39     0      60  )
  1718     2   131    47     2    39     0     102  ;
  1719     2   132     9     2    39     0      19  return
  1720     2   132    16     2    39     0      44  this
  1721     2   132    20     2    39     0     102  ;
  1722     2   136     5     2    39     0      64  }
  1723     2   136     5     2    39     0     210  ENDMETHOD
  1724     2   136     5     2    40     0     211  STARTMETHOD
  1725     2   138     5     2    40     0      10  public
  1726     2   138    12     2    40     0     111  IntBuffer
  1727     2   138    22     2    40     0     111  compact
  1728     2   138    29     2    40     0      59  (
  1729     2   138    30     2    40     0      60  )
  1730     2   138    32     2    40     0      63  {
  1731     2   140     9     2    40     1      36  int
  1732     2   140    13     2    40     1     111  pos
  1733     2   140    17     2    40     1      67  =
  1734     2   140    19     2    40     1     111  position
  1735     2   140    27     2    40     1      59  (
  1736     2   140    28     2    40     1      60  )
  1737     2   140    29     2    40     1     102  ;
  1738     2   141     9     2    40     1      36  int
  1739     2   141    13     2    40     1     111  lim
  1740     2   141    17     2    40     1      67  =
  1741     2   141    19     2    40     1     111  limit
  1742     2   141    24     2    40     1      59  (
  1743     2   141    25     2    40     1      60  )
  1744     2   141    26     2    40     1     102  ;
  1745     2   142     9     2    40     0     111  assert
  1746     2   142    16     2    40     0      59  (
  1747     2   142    17     2    40     0     111  pos
  1748     2   142    21     2    40     0      92  <=
  1749     2   142    24     2    40     0     111  lim
  1750     2   142    27     2    40     0      60  )
  1751     2   142    28     2    40     0     102  ;
  1752     2   143     9     2    40     0      36  int
  1753     2   143    13     2    40     0     111  rem
  1754     2   143    17     2    40     0      67  =
  1755     2   143    19     2    40     0      59  (
  1756     2   143    20     2    40     0     111  pos
  1757     2   143    24     2    40     0      92  <=
  1758     2   143    27     2    40     0     111  lim
  1759     2   143    31     2    40     0      58  ?
  1760     2   143    33     2    40     0     111  lim
  1761     2   143    37     2    40     0      77  -
  1762     2   143    39     2    40     0     111  pos
  1763     2   143    43     2    40     0      65  :
  1764     2   143    45     2    40     0     112  0
  1765     2   143    46     2    40     0      60  )
  1766     2   143    47     2    40     0     102  ;
  1767     2   145     9     2    40     0     111  ByteBuffer
  1768     2   145    20     2    40     0     111  db
  1769     2   145    23     2    40     0      67  =
  1770     2   145    25     2    40     0     111  bb.duplicate
  1771     2   145    37     2    40     0      59  (
  1772     2   145    38     2    40     0      60  )
  1773     2   145    39     2    40     0     102  ;
  1774     2   146     9     2    40     0     111  db.limit
  1775     2   146    17     2    40     0      59  (
  1776     2   146    18     2    40     0     111  ix
  1777     2   146    20     2    40     0      59  (
  1778     2   146    21     2    40     0     111  lim
  1779     2   146    24     2    40     0      60  )
  1780     2   146    25     2    40     0      60  )
  1781     2   146    26     2    40     0     102  ;
  1782     2   147     9     2    40     0     111  db.position
  1783     2   147    20     2    40     0      59  (
  1784     2   147    21     2    40     0     111  ix
  1785     2   147    23     2    40     0      59  (
  1786     2   147    24     2    40     0     112  0
  1787     2   147    25     2    40     0      60  )
  1788     2   147    26     2    40     0      60  )
  1789     2   147    27     2    40     0     102  ;
  1790     2   148     9     2    40     0     111  ByteBuffer
  1791     2   148    20     2    40     0     111  sb
  1792     2   148    23     2    40     0      67  =
  1793     2   148    25     2    40     0     111  db.slice
  1794     2   148    33     2    40     0      59  (
  1795     2   148    34     2    40     0      60  )
  1796     2   148    35     2    40     0     102  ;
  1797     2   149     9     2    40     0     111  sb.position
  1798     2   149    20     2    40     0      59  (
  1799     2   149    21     2    40     0     111  pos
  1800     2   149    25     2    40     0      90  <<
  1801     2   149    28     2    40     0     112  2
  1802     2   149    29     2    40     0      60  )
  1803     2   149    30     2    40     0     102  ;
  1804     2   150     9     2    40     0     111  sb.compact
  1805     2   150    19     2    40     0      59  (
  1806     2   150    20     2    40     0      60  )
  1807     2   150    21     2    40     0     102  ;
  1808     2   151     9     2    40     0     111  position
  1809     2   151    17     2    40     0      59  (
  1810     2   151    18     2    40     0     111  rem
  1811     2   151    21     2    40     0      60  )
  1812     2   151    22     2    40     0     102  ;
  1813     2   152     9     2    40     0     111  limit
  1814     2   152    14     2    40     0      59  (
  1815     2   152    15     2    40     0     111  capacity
  1816     2   152    23     2    40     0      59  (
  1817     2   152    24     2    40     0      60  )
  1818     2   152    25     2    40     0      60  )
  1819     2   152    26     2    40     0     102  ;
  1820     2   153     9     2    40     0      19  return
  1821     2   153    16     2    40     0      44  this
  1822     2   153    20     2    40     0     102  ;
  1823     2   157     5     2    40     0      64  }
  1824     2   157     5     2    40     0     212  ENDMETHOD
  1825     2   157     5     2    41     0     213  STARTMETHOD
  1826     2   159     5     2    41     0      10  public
  1827     2   159    12     2    41     0      39  boolean
  1828     2   159    20     2    41     0     111  isDirect
  1829     2   159    28     2    41     0      59  (
  1830     2   159    29     2    41     0      60  )
  1831     2   159    31     2    41     0      63  {
  1832     2   160     9     2    41     0      19  return
  1833     2   160    16     2    41     0     111  bb.isDirect
  1834     2   160    27     2    41     0      59  (
  1835     2   160    28     2    41     0      60  )
  1836     2   160    29     2    41     1     102  ;
  1837     2   161     5     2    41     1      64  }
  1838     2   161     5     2    41     0     214  ENDMETHOD
  1839     2   161     5     2    42     0     215  STARTMETHOD
  1840     2   163     5     2    42     0      10  public
  1841     2   163    12     2    42     0      39  boolean
  1842     2   163    20     2    42     0     111  isReadOnly
  1843     2   163    30     2    42     0      59  (
  1844     2   163    31     2    42     0      60  )
  1845     2   163    33     2    42     0      63  {
  1846     2   164     9     2    42     0      19  return
  1847     2   164    16     2    42     0      43  false
  1848     2   164    21     2    42     1     102  ;
  1849     2   165     5     2    42     1      64  }
  1850     2   165     5     2    42     0     216  ENDMETHOD
  1851     2   165     5     2    43     0     217  STARTMETHOD
  1852     2   207     5     2    43     0      10  public
  1853     2   207    12     2    43     0     111  ByteOrder
  1854     2   207    22     2    43     0     111  order
  1855     2   207    27     2    43     0      59  (
  1856     2   207    28     2    43     0      60  )
  1857     2   207    30     2    43     0      63  {
  1858     2   209     9     2    43     0      19  return
  1859     2   209    16     2    43     0     111  ByteOrder.BIG_ENDIAN
  1860     2   209    36     2    43     1     102  ;
  1861     2   214     5     2    43     1      64  }
  1862     2   214     5     2    43     0     218  ENDMETHOD
  1863     2   216     1     2    -1     0      64  }
  1864     2   216     1     2    -1     0     219  ENDCLASS
  1865     2   216     1    -1    -1     0     220  ENDFILE D:\javasrc\java\nio\ByteBufferAsIntBufferB.java
